balavataro
document,section,page,markup,text
Bālāvatāro,6 Pulliṅgā,9,text,Aṃ ādīsu paresu sarassa lopo hoti tasmiṃ kate tu kvacā dinā asavaṇṇe patte pakati hoti.
Bālāvatāro,6 Pulliṅgā,9,break,
Bālāvatāro,6 Pulliṅgā,10,break,
Bālāvatāro,6 Pulliṅgā,10,text,Naye paraṃ yutte.
Bālāvatāro,6 Pulliṅgā,10,break,
Bālāvatāro,6 Pulliṅgā,10,text,Evamupari saralopādi; buddho.
Bālāvatāro,6 Pulliṅgā,10,text,Bahumhi vattabbe bahuvacanaṃ yo.
Bālāvatāro,6 Pulliṅgā,10,break,
Bālāvatāro,6 Pulliṅgā,10,text,Ato vātveva.
Bālāvatāro,6 Pulliṅgā,10,break,
Bālāvatāro,6 Pulliṅgā,10,text,Sabbayoninamāe.
Bālāvatāro,6 Pulliṅgā,10,break,
Bālāvatāro,6 Pulliṅgā,10,text,Akārantā paresaṃ paṭhamadutiyayonīnaṃ yathāsaṅkhyaṃ ā e vā honti; buddhā.
Bālāvatāro,6 Pulliṅgā,10,break,
Bālāvatāro,6 Pulliṅgā,10,text,"Vāti kiṃ, aggayo."
Bālāvatāro,6 Pulliṅgā,10,break,
Bālāvatāro,6 Pulliṅgā,10,text,Liṅgatthe paṭhamātveva.
Bālāvatāro,6 Pulliṅgā,10,break,
Bālāvatāro,6 Pulliṅgā,10,text,Ālepane ca.
Bālāvatāro,6 Pulliṅgā,10,break,
Bālāvatāro,6 Pulliṅgā,10,text,Abhimukhīkaraṇamālāpanaṃ taddhike liṅgatthe paṭhamā hoti.
Bālāvatāro,6 Pulliṅgā,10,break,
Bālāvatāro,6 Pulliṅgā,10,text,"""Ālepane si gasañño"" 'ti sissa gasaññā."
Bālāvatāro,6 Pulliṅgā,10,break,
Bālāvatāro,6 Pulliṅgā,10,text,Ge ittheva.
Bālāvatāro,6 Pulliṅgā,10,break,
Bālāvatāro,6 Pulliṅgā,10,text,Akārapitādyantānamā.
Bālāvatāro,6 Pulliṅgā,10,break,
Bālāvatāro,6 Pulliṅgā,10,text,Ge pare akāro pitusatthuantarājādinamanto ca attaṃ yāti.
Bālāvatāro,6 Pulliṅgā,10,break,
Bālāvatāro,6 Pulliṅgā,10,text,"""Ākāro vā"" 'ti ge pare ākārassa rasso vā."
Bālāvatāro,6 Pulliṅgā,10,break,
Bālāvatāro,6 Pulliṅgā,10,text,Sesato lopaṃ gasipi.
Bālāvatāro,6 Pulliṅgā,10,break,
Bālāvatāro,6 Pulliṅgā,10,text,"""So, siṃ, syā ca, sakhāto gasse vā"" 'tyādiniddiṭṭhehaññe avaṇṇivaṇnuva ṇṇokārantā sesā"
Bālāvatāro,6 Pulliṅgā,10,text,tehi pare gasi lupyante.
Bālāvatāro,6 Pulliṅgā,10,break,
Bālāvatāro,6 Pulliṅgā,11,break,
Bālāvatāro,6 Pulliṅgā,11,text,"(He) buddha buddhā, yo; buddhā."
Bālāvatāro,6 Pulliṅgā,11,break,
Bālāvatāro,6 Pulliṅgā,11,text,Kammatthe dutiyā.
Bālāvatāro,6 Pulliṅgā,11,break,
Bālāvatāro,6 Pulliṅgā,11,text,"""Yaṃ karoti taṃ kammaṃ"" nāma tattha dutiyā hoti...Aṃ, buddhaṃ; yossa e, buddho."
Bālāvatāro,6 Pulliṅgā,11,break,
Bālāvatāro,6 Pulliṅgā,11,text,Tatiyātveva.
Bālāvatāro,6 Pulliṅgā,11,break,
Bālāvatāro,6 Pulliṅgā,11,text,Kattari ca.
Bālāvatāro,6 Pulliṅgā,11,break,
Bālāvatāro,6 Pulliṅgā,11,text,"""Yo karoti sakattā"" nāma tattha tatiyā hoti...Nā."
Bālāvatāro,6 Pulliṅgā,11,break,
Bālāvatāro,6 Pulliṅgā,11,text,Ato nena.
Bālāvatāro,6 Pulliṅgā,11,break,
Bālāvatāro,6 Pulliṅgā,11,text,Akārā paro nā enaṃ yāti...Buddhena. Hi-
Bālāvatāro,6 Pulliṅgā,11,break,
Bālāvatāro,6 Pulliṅgā,11,text,Suhisvakāro e.
Bālāvatāro,6 Pulliṅgā,11,break,
Bālāvatāro,6 Pulliṅgā,11,text,Suhisu paresvakārassa e hoti.
Bālāvatāro,6 Pulliṅgā,11,break,
Bālāvatāro,6 Pulliṅgā,11,text,Smāhisminnaṃ mhābhimhī vā.
Bālāvatāro,6 Pulliṅgā,11,break,
Bālāvatāro,6 Pulliṅgā,11,text,Sabbasaddehi paresaṃsmāhisminnaṃ yathāsaṅkhyaṃ mahābhimhī iccete vā honti...Buddhehi
Bālāvatāro,6 Pulliṅgā,11,text,buddhehi.
Bālāvatāro,6 Pulliṅgā,11,break,
Bālāvatāro,6 Pulliṅgā,11,text,Karaṇe tatiyā.
Bālāvatāro,6 Pulliṅgā,11,text,"""Yena vā kayirate taṃ karaṇaṃ"" nāma tattha tatiyā hoti...Sabbaṃ kattusamaṃ."
Bālāvatāro,6 Pulliṅgā,11,break,
Bālāvatāro,6 Pulliṅgā,11,text,Sampadāne catutthī.
Bālāvatāro,6 Pulliṅgā,11,break,
Bālāvatāro,6 Pulliṅgā,11,text,"""Yassa dātukāmo rocate dhārayate vā taṃ sampadānaṃ"""
Bālāvatāro,6 Pulliṅgā,11,text,Nāma tattha catutthi hoti...Sa-
Bālāvatāro,6 Pulliṅgā,11,break,
Bālāvatāro,6 Pulliṅgā,11,text,Ato vā tveva.
Bālāvatāro,6 Pulliṅgā,11,break,
Bālāvatāro,6 Pulliṅgā,11,text,Āya catutthekavacanassa tu.
Bālāvatāro,6 Pulliṅgā,11,break,
Bālāvatāro,6 Pulliṅgā,11,text,Akārā parassa catutthekavacanassa āyovā hoti...Buddhāya.
Bālāvatāro,6 Pulliṅgā,11,break,
Bālāvatāro,6 Pulliṅgā,12,break,
Bālāvatāro,6 Pulliṅgā,12,text,"""Sāgamose"" 'ti se sakārāgamo...Buddhassa. Naṃ-"
Bālāvatāro,6 Pulliṅgā,12,break,
Bālāvatāro,6 Pulliṅgā,12,text,Disantve ca.
Bālāvatāro,6 Pulliṅgā,12,break,
Bālāvatāro,6 Pulliṅgā,12,text,Sunaṃhisu ca.
Bālāvatāro,6 Pulliṅgā,12,break,
Bālāvatāro,6 Pulliṅgā,12,text,Sunaṃhisu paresu sarānaṃ digho hoti vasaddena kvaci na...Buddhānaṃ.
Bālāvatāro,6 Pulliṅgā,12,break,
Bālāvatāro,6 Pulliṅgā,12,text,Apadāne pañcamī.
Bālāvatāro,6 Pulliṅgā,12,break,
Bālāvatāro,6 Pulliṅgā,12,text,"""Yasmādapeti bhayamādatte vā tadapādānaṃ"" nāma tattha pañcamī hoti...Smā-"
Bālāvatāro,6 Pulliṅgā,12,break,
Bālāvatāro,6 Pulliṅgā,12,text,Ato ā e tveva.
Bālāvatāro,6 Pulliṅgā,12,break,
Bālāvatāro,6 Pulliṅgā,12,text,Smāsminnaṃ vā.
Bālāvatāro,6 Pulliṅgā,12,text,Akārā paresaṃ smāsminnaṃ ā e vā honti...Buddhā buddhamhā buddhasmā buddhehi
Bālāvatāro,6 Pulliṅgā,12,break,
Bālāvatāro,6 Pulliṅgā,12,text,buddhehi.
Bālāvatāro,6 Pulliṅgā,12,break,
Bālāvatāro,6 Pulliṅgā,12,text,Sāmismiṃ chaṭṭhī.
Bālāvatāro,6 Pulliṅgā,12,break,
Bālāvatāro,6 Pulliṅgā,12,text,"""Yassa cā pariggaho taṃ sāmi"" nāma tattha chaṭṭhī hoti...Buddhassa buddhānaṃ."
Bālāvatāro,6 Pulliṅgā,12,break,
Bālāvatāro,6 Pulliṅgā,12,text,Okāse sattamī.
Bālāvatāro,6 Pulliṅgā,12,break,
Bālāvatāro,6 Pulliṅgā,12,text,"""Yodhāro tamokāsaṃ"" nāma tattha sattamī hoti...Smiṃ-buddhe buddhamhi buddhasmiṃ."
Bālāvatāro,6 Pulliṅgā,12,text,Su-buddhesu.
Bālāvatāro,6 Pulliṅgā,12,break,
Bālāvatāro,6 Pulliṅgā,12,text,Buddho buddha sukhaṃ dadāti sarato buddhaṃ tato dukkaraṃ
Bālāvatāro,6 Pulliṅgā,12,text,"Kiṃ buddheta mahiddhayo'pi munayo buddhena jātā sukhī,"
Bālāvatāro,6 Pulliṅgā,12,break,
Bālāvatāro,6 Pulliṅgā,12,text,Buddhasseva mataṃ dade padamahaṃ buddhā labheyyāccutaṃ
Bālāvatāro,6 Pulliṅgā,12,text,Buddhassiddhi na kiṃ kare bhavabhave bhatyatthu buddhe mama.
Bālāvatāro,6 Pulliṅgā,12,break,
Bālāvatāro,6 Pulliṅgā,12,text,Ito paraṃ tatiyāpacamīnaṃ ca catutthichaṭṭhīnaṃ ca sarūpattāpañcamī chaṭṭhiyo hiyo
Bālāvatāro,6 Pulliṅgā,12,text,upekkhante.
Bālāvatāro,6 Pulliṅgā,12,break,
Bālāvatāro,6 Pulliṅgā,13,text,Attasi.
Bālāvatāro,6 Pulliṅgā,13,break,
Bālāvatāro,6 Pulliṅgā,13,text,Brahmantasakharājādinotveva.
Bālāvatāro,6 Pulliṅgā,13,break,
Bālāvatāro,6 Pulliṅgā,13,text,Syā ca.
Bālāvatāro,6 Pulliṅgā,13,break,
Bālāvatāro,6 Pulliṅgā,13,text,Brahmādito sissa ā hoti...Attā.
Bālāvatāro,6 Pulliṅgā,13,break,
Bālāvatāro,6 Pulliṅgā,13,text,"""Yonamāno""'ti brahmādito yonaṃ anottaṃ...Attāno, (he) atta attā; yo-attāno."
Bālāvatāro,6 Pulliṅgā,13,break,
Bālāvatāro,6 Pulliṅgā,13,text,"""Brahmattasakharājādito amā naṃ"" 'ti brahmādito. Aṃvacanassa ānaṃ vā hoti."
Bālāvatāro,6 Pulliṅgā,13,break,
Bālāvatāro,6 Pulliṅgā,13,text,Attānaṃ attaṃ attāno; attena attanā; pakkhe-jina vacanānurodhenaenābhāvo.
Bālāvatāro,6 Pulliṅgā,13,break,
Bālāvatāro,6 Pulliṅgā,13,text,"""Attāntohismimanantaṃ"" 'ti himhi attantassa ano; attanehi attanehi...Evaṃ karaṇe."
Bālāvatāro,6 Pulliṅgā,13,break,
Bālāvatāro,6 Pulliṅgā,13,text,"""Sassa no""'ti nokāro."
Bālāvatāro,6 Pulliṅgā,13,text,Attano attānaṃ.
Bālāvatāro,6 Pulliṅgā,13,break,
Bālāvatāro,6 Pulliṅgā,13,text,Amhatumhanturājabrahmattasakha satthupitādīhi smā nāva.
Bālāvatāro,6 Pulliṅgā,13,break,
Bālāvatāro,6 Pulliṅgā,13,text,Amhādito smā nā iva hoti; attanā.
Bālāvatāro,6 Pulliṅgā,13,break,
Bālāvatāro,6 Pulliṅgā,13,text,"""Tato smintī"" 'ti smino ni."
Bālāvatāro,6 Pulliṅgā,13,break,
Bālāvatāro,6 Pulliṅgā,13,text,Attani.
Bālāvatāro,6 Pulliṅgā,13,text,Anattanti bhāvaniddesena sumhi ca ano; attanesu.
Bālāvatāro,6 Pulliṅgā,13,break,
Bālāvatāro,6 Pulliṅgā,13,text,Rājā attāva...Nā-
Bālāvatāro,6 Pulliṅgā,13,break,
Bālāvatāro,6 Pulliṅgā,13,text,Savibhattissa rājassetveva.
Bālāvatāro,6 Pulliṅgā,13,break,
Bālāvatāro,6 Pulliṅgā,14,break,
Bālāvatāro,6 Pulliṅgā,14,text,Nāmhi raññā vā.
Bālāvatāro,6 Pulliṅgā,14,break,
Bālāvatāro,6 Pulliṅgā,14,text,Nāmhi savibhattissa rājasaddassa raññā vā hoti...Raññā rājena.
Bālāvatāro,6 Pulliṅgā,14,break,
Bālāvatāro,6 Pulliṅgā,14,text,Rājassa rāju sunaṃhisu ca.
Bālāvatāro,6 Pulliṅgā,14,break,
Bālāvatāro,6 Pulliṅgā,14,text,Sunaṃhisu paresu rājassa rāju hoti cakārena kvaci na.
Bālāvatāro,6 Pulliṅgā,14,break,
Bālāvatāro,6 Pulliṅgā,14,text,"""Sunaṃhisu ce"" 'ti dighe-rājūbhi rājūhi rājebhi rājehi."
Bālāvatāro,6 Pulliṅgā,14,break,
Bālāvatāro,6 Pulliṅgā,14,text,Savibhattissetyadhikāro.
Bālāvatāro,6 Pulliṅgā,14,break,
Bālāvatāro,6 Pulliṅgā,14,text,"""Rājassa raññorājinose"""
Bālāvatāro,6 Pulliṅgā,14,text,'Ti se raññorājino honti; rañño rājino.
Bālāvatāro,6 Pulliṅgā,14,break,
Bālāvatāro,6 Pulliṅgā,14,text,"""Raññaṃ raññerājinī"" 'ti smimhi raññerājini honti...Raññe rājini rājūsu rājesu."
Bālāvatāro,6 Pulliṅgā,14,break,
Bālāvatāro,6 Pulliṅgā,14,text,Guṇavantusi.
Bālāvatāro,6 Pulliṅgā,14,break,
Bālāvatāro,6 Pulliṅgā,14,text,Savibhattissa ntussetveva.
Bālāvatāro,6 Pulliṅgā,14,break,
Bālāvatāro,6 Pulliṅgā,14,text,"""Ā simhī"" 'ti simhi savibhattissa ntussa ā. Guṇavā."
Bālāvatāro,6 Pulliṅgā,14,break,
Bālāvatāro,6 Pulliṅgā,14,text,Yomhi paṭhametveva.
Bālāvatāro,6 Pulliṅgā,14,break,
Bālāvatāro,6 Pulliṅgā,14,text,Ntussa nto.
Bālāvatāro,6 Pulliṅgā,14,break,
Bālāvatāro,6 Pulliṅgā,14,text,Paṭhame yomhi savibhattissa ntussa ntokāro hoti; guṇavanto.
Bālāvatāro,6 Pulliṅgā,14,break,
Bālāvatāro,6 Pulliṅgā,14,text,Sunābhisu attatveva.
Bālāvatāro,6 Pulliṅgā,14,break,
Bālāvatāro,6 Pulliṅgā,15,break,
Bālāvatāro,6 Pulliṅgā,15,text,Ntussanto yosu ca.
Bālāvatāro,6 Pulliṅgā,15,break,
Bālāvatāro,6 Pulliṅgā,15,text,Sunāhisu yosu cakārena aññesūpi paresu ntussanto antaṃ yāti; guṇavantā.
Bālāvatāro,6 Pulliṅgā,15,break,
Bālāvatāro,6 Pulliṅgā,15,text,Sacibhattissetyadhikāro.
Bālāvatāro,6 Pulliṅgā,15,break,
Bālāvatāro,6 Pulliṅgā,15,text,Aṃ itveva.
Bālāvatāro,6 Pulliṅgā,15,break,
Bālāvatāro,6 Pulliṅgā,15,text,Avaṇṇo ca ge.
Bālāvatāro,6 Pulliṅgā,15,break,
Bālāvatāro,6 Pulliṅgā,15,text,Ge pare savibhattissa ntussa aṃ a ā honti...(He) guṇavaṃ guṇava guṇavā; yo-guṇavanto
Bālāvatāro,6 Pulliṅgā,15,text,guṇavantā; attaṃguṇavantaṃ guṇavante.
Bālāvatāro,6 Pulliṅgā,15,break,
Bālāvatāro,6 Pulliṅgā,15,text,"Totitā sasmiṃnāsvi"" 'ti savibhattissa natussa nāmhi tā se nokāro smimhi ti ca vā."
Bālāvatāro,6 Pulliṅgā,15,break,
Bālāvatāro,6 Pulliṅgā,15,text,Guṇavatā guṇavantena guṇavantebhi guṇavantehi; guṇavato guṇavantassa.
Bālāvatāro,6 Pulliṅgā,15,text,"""Namhi taṃ vā"" 'ti namhi ntussa taṃ vā; guṇavataṃ guṇavantānaṃ, smā nāva-guṇavati"
Bālāvatāro,6 Pulliṅgā,15,break,
Bālāvatāro,6 Pulliṅgā,15,text,guṇavante guṇavantamhi guṇavantmiṃ guṇavantesu.
Bālāvatāro,6 Pulliṅgā,15,break,
Bālāvatāro,6 Pulliṅgā,15,text,Gacchanti.
Bālāvatāro,6 Pulliṅgā,15,break,
Bālāvatāro,6 Pulliṅgā,15,text,"""Simhigacchantādīnaṃ ntasa ddo aṃ"" 'ti ntasaddassa aṃ vā; lopo, gacchaṃ; sissa o, gacchanto."
Bālāvatāro,6 Pulliṅgā,15,break,
Bālāvatāro,6 Pulliṅgā,15,text,Gacchantādīnaṃ ntasaddotveva.
Bālāvatāro,6 Pulliṅgā,15,break,
Bālāvatāro,6 Pulliṅgā,15,text,Sesesu ntu'va.
Bālāvatāro,6 Pulliṅgā,15,break,
Bālāvatāro,6 Pulliṅgā,15,text,Vuttaṃ hitvā sesesu gaccha ntādinaṃ ntasaddo ntu iva diṭṭhabbo; gacchanto gacchantā
Bālāvatāro,6 Pulliṅgā,15,text,iccādi; sesaṃguṇavantumaṃ...Gacchantādayo nāma antappaccayantā.
Bālāvatāro,6 Pulliṅgā,15,break,
Bālāvatāro,6 Pulliṅgā,16,break,
Bālāvatāro,6 Pulliṅgā,16,text,"Aggi, silopo."
Bālāvatāro,6 Pulliṅgā,16,break,
Bālāvatāro,6 Pulliṅgā,16,text,"""Ivaṇṇuvaṇṇā jjhalā""'ti ivaṇṇuvaṇṇānaṃ yathāsaṅkhyaṃ jhalasaññā."
Bālāvatāro,6 Pulliṅgā,16,break,
Bālāvatāro,6 Pulliṅgā,16,text,Jhalato vātveva.
Bālāvatāro,6 Pulliṅgā,16,text,Ghapato ca yonaṃ lopo.
Bālāvatāro,6 Pulliṅgā,16,break,
Bālāvatāro,6 Pulliṅgā,16,text,Ghapajhalato yeyānaṃ lopo vā hoti.
Bālāvatāro,6 Pulliṅgā,16,break,
Bālāvatāro,6 Pulliṅgā,16,text,Yosu katanikāralopesu dīghaṃ.
Bālāvatāro,6 Pulliṅgā,16,break,
Bālāvatāro,6 Pulliṅgā,16,text,"Kato nikāro lopo ca yesaṃ se yosu sarānaṃ dīgho hoti; aggī, pakkhe."
Bālāvatāro,6 Pulliṅgā,16,break,
Bālāvatāro,6 Pulliṅgā,16,text,Attantveva.
Bālāvatāro,6 Pulliṅgā,16,break,
Bālāvatāro,6 Pulliṅgā,16,text,Yosvakatarasso jho.
Bālāvatāro,6 Pulliṅgā,16,break,
Bālāvatāro,6 Pulliṅgā,16,text,Yosu akatarasso jho attaṃ yāti-aggayo-tathālapane.
Bālāvatāro,6 Pulliṅgā,16,break,
Bālāvatāro,6 Pulliṅgā,16,text,Ammo niggahītaṃ jhalapehi.
Bālāvatāro,6 Pulliṅgā,16,break,
Bālāvatāro,6 Pulliṅgā,16,text,"Jhalapato aṃ mo ca binduṃ yanti; [^3] aggiṃ aggī aggayo, agginā, dīghe-aggīhi aggīhi."
Bālāvatāro,6 Pulliṅgā,16,break,
Bālāvatāro,6 Pulliṅgā,16,text,"""Jhalato sasa no vā"" ""ti smāssa nā; agginā, aggimhi aggimiṃ aggīsu."
Bālāvatāro,6 Pulliṅgā,16,break,
Bālāvatāro,6 Pulliṅgā,16,text,Ādiaggīva-sino pana.
Bālāvatāro,6 Pulliṅgā,16,break,
Bālāvatāro,6 Pulliṅgā,16,text,"""Ādito o ce"" 'ti aṃo ca vā."
Bālāvatāro,6 Pulliṅgā,16,break,
Bālāvatāro,6 Pulliṅgā,16,text,Ādiṃ ādo ādimhi ādismiṃ ādisu.
Bālāvatāro,6 Pulliṅgā,16,break,
Bālāvatāro,6 Pulliṅgā,16,footnote,"[^3]:  ""Binduṃ yāti'ti ca pāṭho."
Bālāvatāro,6 Pulliṅgā,16,break,
Bālāvatāro,6 Pulliṅgā,17,break,
Bālāvatāro,6 Pulliṅgā,17,text,Daddhisi.
Bālāvatāro,6 Pulliṅgā,17,break,
Bālāvatāro,6 Pulliṅgā,17,text,"""Agho rassa"" 'mādinā rasse sampatte."
Bālāvatāro,6 Pulliṅgā,17,break,
Bālāvatāro,6 Pulliṅgā,17,text,"""Na sismimanapuṃsakānī"" 'ti simhi anapuṃsakānaṃ narasso; salopo, daddhi; yolope, daṇḍī;"
Bālāvatāro,6 Pulliṅgā,17,text,pakkhe.
Bālāvatāro,6 Pulliṅgā,17,break,
Bālāvatāro,6 Pulliṅgā,17,text,Agho rassamekavacanayosvapi ca.
Bālāvatāro,6 Pulliṅgā,17,break,
Bālāvatāro,6 Pulliṅgā,17,text,Ekavacanayosu jhalapā rassaṃ yanti.
Bālāvatāro,6 Pulliṅgā,17,text,Jhato katarassātveva.
Bālāvatāro,6 Pulliṅgā,17,break,
Bālāvatāro,6 Pulliṅgā,17,text,Yonaṃ no.
Bālāvatāro,6 Pulliṅgā,17,break,
Bālāvatāro,6 Pulliṅgā,17,text,Katarassā jhato yonaṃ nottaṃ hoti; daddhino.
Bālāvatāro,6 Pulliṅgā,17,break,
Bālāvatāro,6 Pulliṅgā,17,text,"""Jhalapā rassaṃ"" 'ti ge pare jhalapānaṃ rasso; (he) daṇḍi daṇḍī daṇḍino."
Bālāvatāro,6 Pulliṅgā,17,break,
Bālāvatāro,6 Pulliṅgā,17,text,Vā aṃ itveva.
Bālāvatāro,6 Pulliṅgā,17,break,
Bālāvatāro,6 Pulliṅgā,17,text,"""Naṃ jhato katarassā"" 'ti aṃ iccassa naṃ vā."
Bālāvatāro,6 Pulliṅgā,17,break,
Bālāvatāro,6 Pulliṅgā,17,text,Daṇḍīnaṃ daṇḍiṃ daṇḍi daṇḍino-daṇḍinā daṇḍihi daṇḍihi-daṇḍīno daṇḍissa
Bālāvatāro,6 Pulliṅgā,17,text,daṇḍinaṃ.
Bālāvatāro,6 Pulliṅgā,17,break,
Bālāvatāro,6 Pulliṅgā,17,text,Jhato katarassānveva.
Bālāvatāro,6 Pulliṅgā,17,break,
Bālāvatāro,6 Pulliṅgā,17,text,"""Smintī"" 'ti smino ni; daṇḍini daṇḍīsu."
Bālāvatāro,6 Pulliṅgā,17,break,
Bālāvatāro,6 Pulliṅgā,17,text,"Bhikkhu, silopo."
Bālāvatāro,6 Pulliṅgā,17,text,Vā yonaṃ tveva.
Bālāvatāro,6 Pulliṅgā,17,break,
Bālāvatāro,6 Pulliṅgā,17,text,"""Lato vokāro ce"" 'ti lato yonaṃ vottaṃ vā."
Bālāvatāro,6 Pulliṅgā,17,break,
Bālāvatāro,6 Pulliṅgā,17,text,Attaṃ antarassotveva.
Bālāvatāro,6 Pulliṅgā,17,break,
Bālāvatāro,6 Pulliṅgā,17,text,Vevosulo ca.
Bālāvatāro,6 Pulliṅgā,17,break,
Bālāvatāro,6 Pulliṅgā,18,break,
Bālāvatāro,6 Pulliṅgā,18,text,"Vevosu akatarasso lo attaṃ yāti; bhikkhavo, pakkhe yolopadī ghā-bhikkhū; (he) bhikkhu."
Bālāvatāro,6 Pulliṅgā,18,break,
Bālāvatāro,6 Pulliṅgā,18,text,"""Akatarassā lato yvālapanassa vevo"" 'ti ālapane yossa vevokārā; attaṃ-bhikkhave bhikkhavo"
Bālāvatāro,6 Pulliṅgā,18,text,bhikkhū; bhikkhuṃ bhikkhavo bhikkhu; se saṃ aggīva.
Bālāvatāro,6 Pulliṅgā,18,break,
Bālāvatāro,6 Pulliṅgā,18,text,Evaṃ jantu jantu jantavo.
Bālāvatāro,6 Pulliṅgā,18,break,
Bālāvatāro,6 Pulliṅgā,18,text,"""Lato vokāro ce"" 'tīha kāraggahaṇena yonaṃ nottaṃ-cakārena kvaci vonona mabhāvova"
Bālāvatāro,6 Pulliṅgā,18,text,viseso...Chantuno jantuyo.
Bālāvatāro,6 Pulliṅgā,18,break,
Bālāvatāro,6 Pulliṅgā,18,text,Satthusi.
Bālāvatāro,6 Pulliṅgā,18,break,
Bālāvatāro,6 Pulliṅgā,18,text,"""Satthupitādīnamā sismiṃ silo po ce"" 'ti satthādyantassa ā silopo ca-satthā."
Bālāvatāro,6 Pulliṅgā,18,text,Satthupitādinaṃ 'tyadhikāro.
Bālāvatāro,6 Pulliṅgā,18,break,
Bālāvatāro,6 Pulliṅgā,18,text,Aññesvārattaṃ.
Bālāvatāro,6 Pulliṅgā,18,break,
Bālāvatāro,6 Pulliṅgā,18,text,Sito'ññesu satthādyantassa āro hoti.
Bālāvatāro,6 Pulliṅgā,18,break,
Bālāvatāro,6 Pulliṅgā,18,text,Tato yonamotu.
Bālāvatāro,6 Pulliṅgā,18,break,
Bālāvatāro,6 Pulliṅgā,18,text,Tato ārato yonaṃ o hoti-satthāro; (he) sattha satthā satthāro; satthāraṃ satthāre satthāro.
Bālāvatāro,6 Pulliṅgā,18,break,
Bālāvatāro,6 Pulliṅgā,18,text,"""Nā ā"" 'ti ārato nāssa ā; satthārā satthārebhi satthārehi."
Bālāvatāro,6 Pulliṅgā,18,break,
Bālāvatāro,6 Pulliṅgā,18,text,U sasmiṃ salopo ca.
Bālāvatāro,6 Pulliṅgā,18,break,
Bālāvatāro,6 Pulliṅgā,18,text,Se satthādyantasa u hoti salopo ca vā; satthu satthuno satthussa.
Bālāvatāro,6 Pulliṅgā,18,break,
Bālāvatāro,6 Pulliṅgā,19,break,
Bālāvatāro,6 Pulliṅgā,19,text,"""Vā namhī"" 'ti namhi āro vā; satthārānaṃ."
Bālāvatāro,6 Pulliṅgā,19,text,"""Satthunāttañce"" 'ti namhi satthādyantassa attaṃ vā-dīghe-satthānaṃ."
Bālāvatāro,6 Pulliṅgā,19,break,
Bālāvatāro,6 Pulliṅgā,19,text,"""Tato smimī"" 'ti ārato smino i."
Bālāvatāro,6 Pulliṅgā,19,break,
Bālāvatāro,6 Pulliṅgā,19,text,"""Āro rassamikāre"" 'ti imhi ārassa rasso; satthari, satthāresu...Evaṃ nattādi."
Bālāvatāro,6 Pulliṅgā,19,break,
Bālāvatāro,6 Pulliṅgā,19,text,Pitā sattheva.
Bālāvatāro,6 Pulliṅgā,19,break,
Bālāvatāro,6 Pulliṅgā,19,text,"""Pītādīnamasimhī"" 'tī sito'ññesu ārassa rasova cīseso-pitaro; namhi pitunantipi hoti...Evaṃ"
Bālāvatāro,6 Pulliṅgā,19,text,bhātuppabhutayo.
Bālāvatāro,6 Pulliṅgā,19,break,
Bālāvatāro,6 Pulliṅgā,19,text,Abhigña.
Bālāvatāro,6 Pulliṅgā,19,break,
Bālāvatāro,6 Pulliṅgā,19,text,Rasse-abhibhuvo; yolope-abhibhu...Sesaṃ bhikkhūva rassova viseso...Evaṃ
Bālāvatāro,6 Pulliṅgā,19,text,sabbaññŚ...Pubbeva yonaṃ nokāro ca-sabbaññèno sabbaññŚ.
Bālāvatāro,6 Pulliṅgā,19,break,
Bālāvatāro,6 Pulliṅgā,19,text,Go.
Bālāvatāro,6 Pulliṅgā,19,text,Gāva itveva.
Bālāvatāro,6 Pulliṅgā,19,break,
Bālāvatāro,6 Pulliṅgā,19,text,"""Yosu ce"" 'ti gosaddokārassa āvo."
Bālāvatāro,6 Pulliṅgā,19,break,
Bālāvatāro,6 Pulliṅgā,19,text,"""Tato yonamotu"" tiha tusaddena yonaṃ o, gāvo...Tathālapane."
Bālāvatāro,6 Pulliṅgā,19,break,
Bālāvatāro,6 Pulliṅgā,19,text,Avamhi ca.
Bālāvatāro,6 Pulliṅgā,19,break,
Bālāvatāro,6 Pulliṅgā,19,text,Amhi pare gosaddokārassa āvaavā honti casaddena hinaṃvajjitesu sesesupi.
Bālāvatāro,6 Pulliṅgā,19,break,
Bālāvatāro,6 Pulliṅgā,19,text,"""Āvassu vā"" 'ti amhi āvattassa uttaṃ vā, gāvuṃ gāvaṃ gavaṃ; yo-gāve; gāvena gavena gohi"
Bālāvatāro,6 Pulliṅgā,19,text,gohi.
Bālāvatāro,6 Pulliṅgā,19,break,
Bālāvatāro,6 Pulliṅgā,20,break,
Bālāvatāro,6 Pulliṅgā,20,text,"""Gāvase"" 'ti se ossa āvo-gāvassa gavassa."
Bālāvatāro,6 Pulliṅgā,20,break,
Bālāvatāro,6 Pulliṅgā,20,text,"""Tatona"" 'mādo cakārena naṃ iccassa aṃ ossa avo ca; gavaṃ."
Bālāvatāro,6 Pulliṅgā,20,break,
Bālāvatāro,6 Pulliṅgā,20,text,"""Suhināsu ce"" 'tīha cakārena gossa gu ca."
Bālāvatāro,6 Pulliṅgā,20,text,Dvitte...Gunnaṃ gonaṃ; gāvā gavā gāvamhā gavamhāgāvasmā gavasmā gobhi gohi; gāve
Bālāvatāro,6 Pulliṅgā,20,break,
Bālāvatāro,6 Pulliṅgā,20,text,gave gāvesu gavesu gosu.
